date_run,status,times_seen,first_seen,score,title,company,source,location,posted,reason,url
2026-04-25,REPOSTED,2,2026-04-25,5,"Senior Technical Program Manager, Prime Video Experience Team",Prime Video & Amazon MGM Studios,LinkedIn,"Seattle, WA",Today,Could not score.,https://www.linkedin.com/jobs/view/senior-technical-program-manager-prime-video-experience-team-at-prime-video-amazon-mgm-studios-4283472181
2026-04-25,REPOSTED,2,2026-04-25,5,"Senior Program Manager, Enterprise Network, Program Management Office",Google,LinkedIn,"Austin, TX",Today,Could not score.,https://www.linkedin.com/jobs/view/senior-program-manager-enterprise-network-program-management-office-at-google-4394232155
2026-04-25,REPOSTED,2,2026-04-25,5,Chief of Staff ($140k – $190k + 0.5% – 1.0% Equity) at Feltsense.com,Jack & Jill,LinkedIn,San Francisco Bay Area,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-%24140k-%E2%80%93-%24190k-%2B-0-5%25-%E2%80%93-1-0%25-equity-at-feltsense-com-at-jack-jill-4406867751
2026-04-25,REPOSTED,2,2026-04-25,5,Chief of Staff (Founding Operator) ($100k-$140k + Equity) at Dealflowagent.com,Jack & Jill,LinkedIn,United States,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-founding-operator-%24100k-%24140k-%2B-equity-at-dealflowagent-com-at-jack-jill-4406875615
2026-04-25,REPOSTED,2,2026-04-25,5,Chief of Staff,G2 Startup Advisors,LinkedIn,Greater Philadelphia,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-at-g2-startup-advisors-4407104092
2026-04-25,REPOSTED,2,2026-04-25,5,Chief of Staff,RemoteHunter,LinkedIn,United States,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-at-remotehunter-4405753667
2026-04-25,REPOSTED,2,2026-04-25,5,Chief of Staff - Behavioral Health - Fractional/Virtual,Dooner Social Ventures,LinkedIn,United States,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-behavioral-health-fractional-virtual-at-dooner-social-ventures-4406875545
2026-04-25,REPOSTED,2,2026-04-25,5,Chief of Staff Senior Associate,The Depository Trust & Clearing Corporation (DTCC),LinkedIn,"Jersey City, NJ",Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-senior-associate-at-the-depository-trust-clearing-corporation-dtcc-4384877491
2026-04-25,REPOSTED,2,2026-04-25,5,Chief of Staff Veterinarian,Banfield Pet Hospital,LinkedIn,"Boynton Beach, FL",Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-veterinarian-at-banfield-pet-hospital-4405718887
2026-04-25,REPOSTED,2,2026-04-25,5,Head of Legal Operations & Chief of Staff,Scale AI,LinkedIn,San Francisco Bay Area,Today,Could not score.,https://www.linkedin.com/jobs/view/head-of-legal-operations-chief-of-staff-at-scale-ai-4385594498
2026-04-25,REPOSTED,2,2026-04-25,5,Chief of Staff,Rosen Partners LLC,LinkedIn,"New York, NY",Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-at-rosen-partners-llc-4406617806
2026-04-25,REPOSTED,3,2026-04-25,5,Senior Program Manager,BlinkRx,LinkedIn,"Pittsburgh, PA",Today,Could not score.,https://www.linkedin.com/jobs/view/senior-program-manager-at-blinkrx-4373385389
2026-04-25,REPOSTED,3,2026-04-25,5,Senior Technical Program Manager,BetterUp,LinkedIn,"New York, United States",Today,Could not score.,https://www.linkedin.com/jobs/view/senior-technical-program-manager-at-betterup-4373070424
2026-04-25,REPOSTED,3,2026-04-25,5,Senior Program Manager,Chime,LinkedIn,San Francisco Bay Area,Today,Could not score.,https://www.linkedin.com/jobs/view/senior-program-manager-at-chime-4397582517
2026-04-25,REPOSTED,3,2026-04-25,5,"Senior Program Manager, R&D Operations",Spring Health,LinkedIn,New York City Metropolitan Area,Today,Could not score.,https://www.linkedin.com/jobs/view/senior-program-manager-r-d-operations-at-spring-health-4373703852
2026-04-25,REPOSTED,3,2026-04-25,5,"Senior Technical Program Manager, Prime Video Experience Team",Prime Video & Amazon MGM Studios,LinkedIn,"Seattle, WA",Today,Could not score.,https://www.linkedin.com/jobs/view/senior-technical-program-manager-prime-video-experience-team-at-prime-video-amazon-mgm-studios-4283472181
2026-04-25,REPOSTED,3,2026-04-25,5,"Senior Program Manager, Enterprise Network, Program Management Office",Google,LinkedIn,"Austin, TX",Today,Could not score.,https://www.linkedin.com/jobs/view/senior-program-manager-enterprise-network-program-management-office-at-google-4394232155
2026-04-25,REPOSTED,3,2026-04-25,5,Chief of Staff ($140k – $190k + 0.5% – 1.0% Equity) at Feltsense.com,Jack & Jill,LinkedIn,San Francisco Bay Area,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-%24140k-%E2%80%93-%24190k-%2B-0-5%25-%E2%80%93-1-0%25-equity-at-feltsense-com-at-jack-jill-4406867751
2026-04-25,REPOSTED,3,2026-04-25,5,Chief of Staff (Founding Operator) ($100k-$140k + Equity) at Dealflowagent.com,Jack & Jill,LinkedIn,United States,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-founding-operator-%24100k-%24140k-%2B-equity-at-dealflowagent-com-at-jack-jill-4406875615
2026-04-25,REPOSTED,3,2026-04-25,5,Chief of Staff,G2 Startup Advisors,LinkedIn,Greater Philadelphia,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-at-g2-startup-advisors-4407104092
2026-04-25,REPOSTED,3,2026-04-25,5,Chief of Staff,Rosen Partners LLC,LinkedIn,"New York, NY",Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-at-rosen-partners-llc-4406617806
2026-04-25,REPOSTED,3,2026-04-25,5,Chief of Staff,RemoteHunter,LinkedIn,United States,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-at-remotehunter-4405753667
2026-04-25,REPOSTED,3,2026-04-25,5,Chief of Staff - Behavioral Health - Fractional/Virtual,Dooner Social Ventures,LinkedIn,United States,Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-behavioral-health-fractional-virtual-at-dooner-social-ventures-4406875545
2026-04-25,REPOSTED,3,2026-04-25,5,Chief of Staff Senior Associate,The Depository Trust & Clearing Corporation (DTCC),LinkedIn,"Jersey City, NJ",Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-senior-associate-at-the-depository-trust-clearing-corporation-dtcc-4384877491
2026-04-25,REPOSTED,3,2026-04-25,5,Chief of Staff Veterinarian,Banfield Pet Hospital,LinkedIn,"Boynton Beach, FL",Today,Could not score.,https://www.linkedin.com/jobs/view/chief-of-staff-veterinarian-at-banfield-pet-hospital-4405718887
2026-04-25,REPOSTED,3,2026-04-25,5,Head of Legal Operations & Chief of Staff,Scale AI,LinkedIn,San Francisco Bay Area,Today,Could not score.,https://www.linkedin.com/jobs/view/head-of-legal-operations-chief-of-staff-at-scale-ai-4385594498
2026-04-25,NEW,1,2026-04-25,6,Senior Program Manager,BlinkRx,LinkedIn,"Pittsburgh, PA",Today,"Senior Program Manager is a relevant program management role at a mid-size company, but the 'Senior' title suggests it may be below the Director-level target the candidate is seeking.",https://www.linkedin.com/jobs/view/senior-program-manager-at-blinkrx-4373385389
2026-04-25,NEW,1,2026-04-25,6,Senior Technical Program Manager,BetterUp,LinkedIn,"New York, United States",Today,"Senior TPM at a mid-size tech company is relevant to the candidate's expertise, but it's one level below their target Director/VP roles and likely an individual contributor position rather than a leadership role.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-at-betterup-4373070424
2026-04-25,NEW,1,2026-04-25,6,Senior Program Manager,Chime,LinkedIn,San Francisco Bay Area,Today,"Senior Program Manager at a mid-size fintech is a relevant program role but likely individual contributor level, one step below the Director-level positions the candidate is targeting.",https://www.linkedin.com/jobs/view/senior-program-manager-at-chime-4397582517
2026-04-25,NEW,1,2026-04-25,7,"Senior Program Manager, R&D Operations",Spring Health,LinkedIn,New York City Metropolitan Area,Today,"Senior Program Manager in R&D Operations is adjacent to target Director-level TPM/PMO roles and aligns with technical delivery experience, but the 'Senior' title suggests it may be one level below the Director positions the candidate is targeting.",https://www.linkedin.com/jobs/view/senior-program-manager-r-d-operations-at-spring-health-4373703852
2026-04-25,NEW,1,2026-04-25,6,"Senior Technical Program Manager, Prime Video Experience Team",Prime Video & Amazon MGM Studios,LinkedIn,"Seattle, WA",Today,"Senior TPM at a major tech company is a relevant program management role, but the title indicates senior IC level rather than the Director/VP level the candidate is targeting.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-prime-video-experience-team-at-prime-video-amazon-mgm-studios-4283472181
2026-04-25,NEW,1,2026-04-25,7,"Senior Program Manager, Enterprise Network, Program Management Office",Google,LinkedIn,"Austin, TX",Today,"Strong PMO and enterprise program management alignment at a major tech company, but 'Senior Program Manager' title suggests a senior IC role rather than the Director-level leadership position the candidate is targeting.",https://www.linkedin.com/jobs/view/senior-program-manager-enterprise-network-program-management-office-at-google-4394232155
2026-04-25,NEW,1,2026-04-25,6,Senior Program Manager,Jobs via Dice,LinkedIn,"Columbus, OH",Today,"Senior Program Manager is a relevant adjacent role in the technical program space, but the title suggests a senior IC position rather than the Director-level leadership role the candidate is targeting.",https://www.linkedin.com/jobs/view/senior-program-manager-at-jobs-via-dice-4404234919
2026-04-25,NEW,1,2026-04-25,6,"Senior Technical Program Manager, Cloud Infrastructure, Observability and Systems Monitoring",NVIDIA AI,LinkedIn,"Leavenworth, WA",Today,"Senior TPM at a prestigious company (NVIDIA) in a relevant technical domain, but title indicates senior IC-level rather than the Director/VP-level leadership role the candidate is targeting.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-cloud-infrastructure-observability-and-systems-monitoring-at-nvidia-ai-4404193112
2026-04-25,NEW,1,2026-04-25,6,"Senior Technical Program Manager, Ring",Amazon,LinkedIn,"North Reading, MA",Today,"Senior TPM at Amazon/Ring is a strong company and relevant function, but title suggests senior IC level rather than the Director-level leadership role the candidate is targeting.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-ring-at-amazon-4384810995
2026-04-25,NEW,1,2026-04-25,7,"Senior Technical Program Manager, Product",DoorDash,LinkedIn,"Sunnyvale, CA",Today,"Senior TPM at a mid-size tech company aligns well with candidate's expertise, but title suggests senior IC level rather than the Director-level role they're targeting.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-product-at-doordash-4024187296
2026-04-25,NEW,1,2026-04-25,8,Chief of Staff ($140k – $190k + 0.5% – 1.0% Equity) at Feltsense.com,Jack & Jill,LinkedIn,San Francisco Bay Area,Today,"Chief of Staff title directly matches candidate's target roles, and the seniority level with equity compensation aligns well with their Director-level experience, though the unknown company context and unclear R&D/Engineering focus prevents a higher score.",https://www.linkedin.com/jobs/view/chief-of-staff-%24140k-%E2%80%93-%24190k-%2B-0-5%25-%E2%80%93-1-0%25-equity-at-feltsense-com-at-jack-jill-4406867751
2026-04-25,NEW,1,2026-04-25,7,Chief of Staff (Founding Operator) ($100k-$140k + Equity) at Dealflowagent.com,Jack & Jill,LinkedIn,United States,Today,"Chief of Staff title aligns with target roles, but 'Founding Operator' at what appears to be an early-stage startup (Dealflowagent.com) suggests a smaller scale than the candidate's 500-5000 employee preference, and compensation is below Director-level expectations.",https://www.linkedin.com/jobs/view/chief-of-staff-founding-operator-%24100k-%24140k-%2B-equity-at-dealflowagent-com-at-jack-jill-4406875615
2026-04-25,NEW,1,2026-04-25,7,Chief of Staff,G2 Startup Advisors,LinkedIn,Greater Philadelphia,Today,"Chief of Staff title aligns with candidate's target roles, but 'Startup Advisors' suggests a small advisory firm rather than the 500-5000 employee mid-size company preferred, and lack of R&D/Engineering specificity in the title reduces certainty of fit.",https://www.linkedin.com/jobs/view/chief-of-staff-at-g2-startup-advisors-4407104092
2026-04-25,NEW,1,2026-04-25,6,Chief of Staff,Rosen Partners LLC,LinkedIn,"New York, NY",Today,"Chief of Staff title aligns with candidate's targets, but Rosen Partners LLC appears to be a small investment/consulting firm rather than a tech company with R&D/Engineering focus, making the role likely more business operations than technical program leadership.",https://www.linkedin.com/jobs/view/chief-of-staff-at-rosen-partners-llc-4406617806
2026-04-25,NEW,1,2026-04-25,8,Chief of Staff,RemoteHunter,LinkedIn,United States,Today,"Chief of Staff title directly matches candidate's target roles, particularly Chief of Staff R&D/Engineering, and typically involves cross-functional governance and stakeholder management aligned with their expertise.",https://www.linkedin.com/jobs/view/chief-of-staff-at-remotehunter-4405753667
2026-04-25,NEW,1,2026-04-25,5,Chief of Staff - Behavioral Health - Fractional/Virtual,Dooner Social Ventures,LinkedIn,United States,Today,"Chief of Staff title aligns with target roles, but Behavioral Health focus at a social ventures company suggests a non-technical, potentially smaller-scale operational role rather than R&D/Engineering technical program management, and fractional/virtual nature indicates part-time engagement rather than full Director-level position.",https://www.linkedin.com/jobs/view/chief-of-staff-behavioral-health-fractional-virtual-at-dooner-social-ventures-4406875545
2026-04-25,NEW,1,2026-04-25,5,Chief of Staff Senior Associate,The Depository Trust & Clearing Corporation (DTCC),LinkedIn,"Jersey City, NJ",Today,"Chief of Staff title aligns with target roles, but 'Senior Associate' level indicates a mid-level individual contributor position well below the Director-level seniority the candidate is targeting.",https://www.linkedin.com/jobs/view/chief-of-staff-senior-associate-at-the-depository-trust-clearing-corporation-dtcc-4384877491
2026-04-25,NEW,1,2026-04-25,1,Chief of Staff Veterinarian,Banfield Pet Hospital,LinkedIn,"Boynton Beach, FL",Today,"Chief of Staff Veterinarian is a licensed veterinary medical role at a pet hospital, completely unrelated to technical program management or PMO leadership.",https://www.linkedin.com/jobs/view/chief-of-staff-veterinarian-at-banfield-pet-hospital-4405718887
2026-04-25,NEW,1,2026-04-25,6,Head of Legal Operations & Chief of Staff,Scale AI,LinkedIn,San Francisco Bay Area,Today,"Chief of Staff component aligns with candidate's targets, but Legal Operations focus is outside their technical program management and R&D governance expertise, making this an adjacent role worth reviewing but not a strong match.",https://www.linkedin.com/jobs/view/head-of-legal-operations-chief-of-staff-at-scale-ai-4385594498
2026-04-26,NEW,1,2026-04-26,6,Senior Technical Program Manager,BetterUp,LinkedIn,"Austin, TX",Today,"Senior TPM at a mid-size tech company (BetterUp ~500-1000 employees) is relevant to candidate's expertise, but title suggests senior IC level rather than the Director-level leadership role they're targeting.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-at-betterup-4373068467
2026-04-26,NEW,1,2026-04-26,6,Senior Technical Program Manager,NVIDIA AI,LinkedIn,"Santa Clara, CA",Today,"Senior TPM at NVIDIA AI is a strong company and relevant domain, but title suggests senior IC-level rather than the Director/VP-level role the candidate is targeting.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-at-nvidia-ai-4404628036
2026-04-26,NEW,1,2026-04-26,6,Senior Program Manager,Swooped,LinkedIn,United States,Today,Senior Program Manager is a step below target Director-level roles but is an adjacent senior program role that could be worth reviewing depending on scope and team size at Swooped.,https://www.linkedin.com/jobs/view/senior-program-manager-at-swooped-4407145053
2026-04-26,NEW,1,2026-04-26,6,Enterprise Programs - Senior Program Manager,RemoteHunter,LinkedIn,United States,Today,"Senior Program Manager title suggests a strong program role but likely IC-level rather than the Director-level leadership position the candidate is targeting, though worth reviewing given enterprise scope.",https://www.linkedin.com/jobs/view/enterprise-programs-senior-program-manager-at-remotehunter-4405917410
2026-04-26,NEW,1,2026-04-26,6,Senior Program Manager,Hexcel Corporation,LinkedIn,"Kent, WA",Today,"Senior Program Manager is a relevant program management role but appears to be IC-level rather than the Director/VP-level leadership position the candidate is targeting, and Hexcel is a manufacturing company rather than a SaaS/tech environment matching their background.",https://www.linkedin.com/jobs/view/senior-program-manager-at-hexcel-corporation-4385386281
2026-04-26,NEW,1,2026-04-26,8,Chief of Staff,RemoteHunter,LinkedIn,United States,Today,"Chief of Staff title directly matches candidate's target roles, particularly Chief of Staff R&D/Engineering, though without job description details, cannot confirm if it's specifically aligned to engineering/technical operations versus a general business Chief of Staff role.",https://www.linkedin.com/jobs/view/chief-of-staff-at-remotehunter-4405929271
2026-04-26,NEW,1,2026-04-26,7,Data & Analytics Product | Chief of Staff,hackajob,LinkedIn,"Columbus, OH",Today,"Chief of Staff title aligns well with candidate's target roles, though 'Data & Analytics Product' focus suggests potential product management lean rather than pure TPM/PMO, and hackajob is a recruiting platform which adds uncertainty about the actual hiring company and role scope.",https://www.linkedin.com/jobs/view/data-analytics-product-chief-of-staff-at-hackajob-4405926592
2026-04-26,NEW,1,2026-04-26,4,"Director, Portfolio Management and Business Development Valuation",Sentara Health,LinkedIn,"Norfolk, VA",Today,"Title emphasizes Business Development Valuation which suggests a finance/investment focus rather than technical program management, and healthcare industry may not leverage candidate's SaaS platform and R&D governance expertise.",https://www.linkedin.com/jobs/view/director-portfolio-management-and-business-development-valuation-at-sentara-health-4191505332
2026-04-26,REPOSTED,2,2026-04-25,8,Chief of Staff ($140k – $190k + 0.5% – 1.0% Equity) at Feltsense.com,Jack & Jill,LinkedIn,San Francisco Bay Area,Today,"Chief of Staff title directly matches candidate's target roles, and the seniority level with equity compensation aligns well with their Director-level experience, though the unknown company context and unclear R&D/Engineering focus prevents a higher score.",https://www.linkedin.com/jobs/view/chief-of-staff-%24140k-%E2%80%93-%24190k-%2B-0-5%25-%E2%80%93-1-0%25-equity-at-feltsense-com-at-jack-jill-4406867751
2026-04-26,REPOSTED,2,2026-04-25,7,Chief of Staff (Founding Operator) ($100k-$140k + Equity) at Dealflowagent.com,Jack & Jill,LinkedIn,United States,Today,"Chief of Staff title aligns with target roles, but 'Founding Operator' at what appears to be an early-stage startup (Dealflowagent.com) suggests a smaller scale than the candidate's 500-5000 employee preference, and compensation is below Director-level expectations.",https://www.linkedin.com/jobs/view/chief-of-staff-founding-operator-%24100k-%24140k-%2B-equity-at-dealflowagent-com-at-jack-jill-4406875615
2026-04-26,REPOSTED,2,2026-04-25,7,Chief of Staff,G2 Startup Advisors,LinkedIn,Greater Philadelphia,Today,"Chief of Staff title aligns with candidate's target roles, but 'Startup Advisors' suggests a small advisory firm rather than the 500-5000 employee mid-size company preferred, and lack of R&D/Engineering specificity in the title reduces certainty of fit.",https://www.linkedin.com/jobs/view/chief-of-staff-at-g2-startup-advisors-4407104092
2026-04-26,REPOSTED,2,2026-04-25,5,Chief of Staff Senior Associate,The Depository Trust & Clearing Corporation (DTCC),LinkedIn,"Jersey City, NJ",Today,"Chief of Staff title aligns with target roles, but 'Senior Associate' level indicates a mid-level individual contributor position well below the Director-level seniority the candidate is targeting.",https://www.linkedin.com/jobs/view/chief-of-staff-senior-associate-at-the-depository-trust-clearing-corporation-dtcc-4384877491
2026-04-26,REPOSTED,2,2026-04-26,6,Senior Technical Program Manager,BetterUp,LinkedIn,"Austin, TX",Today,"Senior TPM at a mid-size tech company (BetterUp ~500-1000 employees) is relevant to candidate's expertise, but title suggests senior IC level rather than the Director-level leadership role they're targeting.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-at-betterup-4373068467
2026-04-26,REPOSTED,2,2026-04-26,6,Senior Technical Program Manager,NVIDIA AI,LinkedIn,"Santa Clara, CA",Today,"Senior TPM at NVIDIA AI is a strong company and relevant domain, but title suggests senior IC-level rather than the Director/VP-level role the candidate is targeting.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-at-nvidia-ai-4404628036
2026-04-26,REPOSTED,2,2026-04-26,6,Senior Program Manager,Swooped,LinkedIn,United States,Today,Senior Program Manager is a step below target Director-level roles but is an adjacent senior program role that could be worth reviewing depending on scope and team size at Swooped.,https://www.linkedin.com/jobs/view/senior-program-manager-at-swooped-4407145053
2026-04-26,REPOSTED,2,2026-04-26,6,Enterprise Programs - Senior Program Manager,RemoteHunter,LinkedIn,United States,Today,"Senior Program Manager title suggests a strong program role but likely IC-level rather than the Director-level leadership position the candidate is targeting, though worth reviewing given enterprise scope.",https://www.linkedin.com/jobs/view/enterprise-programs-senior-program-manager-at-remotehunter-4405917410
2026-04-26,REPOSTED,2,2026-04-26,6,Senior Program Manager,Hexcel Corporation,LinkedIn,"Kent, WA",Today,"Senior Program Manager is a relevant program management role but appears to be IC-level rather than the Director/VP-level leadership position the candidate is targeting, and Hexcel is a manufacturing company rather than a SaaS/tech environment matching their background.",https://www.linkedin.com/jobs/view/senior-program-manager-at-hexcel-corporation-4385386281
2026-04-26,REPOSTED,3,2026-04-25,8,Chief of Staff ($140k – $190k + 0.5% – 1.0% Equity) at Feltsense.com,Jack & Jill,LinkedIn,San Francisco Bay Area,Today,"Chief of Staff title directly matches candidate's target roles, and the seniority level with equity compensation aligns well with their Director-level experience, though the unknown company context and unclear R&D/Engineering focus prevents a higher score.",https://www.linkedin.com/jobs/view/chief-of-staff-%24140k-%E2%80%93-%24190k-%2B-0-5%25-%E2%80%93-1-0%25-equity-at-feltsense-com-at-jack-jill-4406867751
2026-04-26,REPOSTED,3,2026-04-25,7,Chief of Staff (Founding Operator) ($100k-$140k + Equity) at Dealflowagent.com,Jack & Jill,LinkedIn,United States,Today,"Chief of Staff title aligns with target roles, but 'Founding Operator' at what appears to be an early-stage startup (Dealflowagent.com) suggests a smaller scale than the candidate's 500-5000 employee preference, and compensation is below Director-level expectations.",https://www.linkedin.com/jobs/view/chief-of-staff-founding-operator-%24100k-%24140k-%2B-equity-at-dealflowagent-com-at-jack-jill-4406875615
2026-04-26,REPOSTED,3,2026-04-25,7,Chief of Staff,G2 Startup Advisors,LinkedIn,Greater Philadelphia,Today,"Chief of Staff title aligns with candidate's target roles, but 'Startup Advisors' suggests a small advisory firm rather than the 500-5000 employee mid-size company preferred, and lack of R&D/Engineering specificity in the title reduces certainty of fit.",https://www.linkedin.com/jobs/view/chief-of-staff-at-g2-startup-advisors-4407104092
2026-04-26,REPOSTED,2,2026-04-26,8,Chief of Staff,RemoteHunter,LinkedIn,United States,Today,"Chief of Staff title directly matches candidate's target roles, particularly Chief of Staff R&D/Engineering, though without job description details, cannot confirm if it's specifically aligned to engineering/technical operations versus a general business Chief of Staff role.",https://www.linkedin.com/jobs/view/chief-of-staff-at-remotehunter-4405929271
2026-04-26,REPOSTED,3,2026-04-25,5,Chief of Staff Senior Associate,The Depository Trust & Clearing Corporation (DTCC),LinkedIn,"Jersey City, NJ",Today,"Chief of Staff title aligns with target roles, but 'Senior Associate' level indicates a mid-level individual contributor position well below the Director-level seniority the candidate is targeting.",https://www.linkedin.com/jobs/view/chief-of-staff-senior-associate-at-the-depository-trust-clearing-corporation-dtcc-4384877491
2026-04-26,REPOSTED,2,2026-04-26,7,Data & Analytics Product | Chief of Staff,hackajob,LinkedIn,"Columbus, OH",Today,"Chief of Staff title aligns well with candidate's target roles, though 'Data & Analytics Product' focus suggests potential product management lean rather than pure TPM/PMO, and hackajob is a recruiting platform which adds uncertainty about the actual hiring company and role scope.",https://www.linkedin.com/jobs/view/data-analytics-product-chief-of-staff-at-hackajob-4405926592
2026-04-26,REPOSTED,2,2026-04-26,4,"Director, Portfolio Management and Business Development Valuation",Sentara Health,LinkedIn,"Norfolk, VA",Today,"Title emphasizes Business Development Valuation which suggests a finance/investment focus rather than technical program management, and healthcare industry may not leverage candidate's SaaS platform and R&D governance expertise.",https://www.linkedin.com/jobs/view/director-portfolio-management-and-business-development-valuation-at-sentara-health-4191505332
2026-04-28,NEW,1,2026-04-28,7,Senior Program Manager (PMO),VEZA Manufacturing,LinkedIn,United States,Today,"Senior Program Manager (PMO) aligns well with candidate's PMO expertise, but title suggests senior IC level rather than the Director-level leadership role they're targeting, and manufacturing sector differs from their SaaS/tech platform background.",https://www.linkedin.com/jobs/view/senior-program-manager-pmo-at-veza-manufacturing-4406553883
2026-04-28,NEW,1,2026-04-28,6,Senior Program Manager,Canvas,LinkedIn,"Patterson, OH",Today,"Senior Program Manager is a step below the Director-level roles targeted, but it's an adjacent senior program role that could be worth reviewing if Canvas is mid-sized and the role has leadership scope.",https://www.linkedin.com/jobs/view/senior-program-manager-at-canvas-4408002402
2026-04-28,NEW,1,2026-04-28,6,Senior Program Manager,Hayden AI,LinkedIn,"San Francisco, CA",Today,"Senior Program Manager is one level below target Director roles and likely an IC position, but it's a relevant program management function at a tech company that could be worth reviewing if scope is substantial.",https://www.linkedin.com/jobs/view/senior-program-manager-at-hayden-ai-4408030046
2026-04-28,NEW,1,2026-04-28,6,Senior Program Manager,Talent Reel,LinkedIn,"San Diego, CA",Today,"Senior Program Manager is a step below target Director-level roles, but it's an adjacent senior delivery/program position that could be worth reviewing depending on scope and team size at Talent Reel.",https://www.linkedin.com/jobs/view/senior-program-manager-at-talent-reel-4408030344
2026-04-28,NEW,1,2026-04-28,6,Senior Program Manager,Cyberobotix,LinkedIn,United States,Today,"Senior Program Manager is a step below Director-level target and likely an IC role, but it's in the program management domain at a tech company, making it a decent adjacent role worth reviewing if it has leadership scope.",https://www.linkedin.com/jobs/view/senior-program-manager-at-cyberobotix-4406536766
2026-04-28,NEW,1,2026-04-28,6,Senior Technical Program Manager,AGS - American Gaming Systems,LinkedIn,"Duluth, GA",Today,"Senior TPM role aligns with candidate's expertise but is likely an individual contributor position one level below their target Director/VP level, though worth reviewing given strong TPM background.",https://www.linkedin.com/jobs/view/senior-technical-program-manager-at-ags-american-gaming-systems-4406551575
2026-04-28,NEW,1,2026-04-28,8,"Director, AI & Data Transformation",TKO,LinkedIn,United States,Today,"Director-level transformation role aligns well with candidate's enterprise governance, platform modernization, and AI-enabled automation experience, though 'Data Transformation' focus may lean more toward data/analytics than pure TPM.",https://www.linkedin.com/jobs/view/director-ai-data-transformation-at-tko-4394652232
2026-04-28,NEW,1,2026-04-28,9,"Vice President, Program and Portfolio Management",Septerna,LinkedIn,San Francisco Bay Area,Today,"VP Program and Portfolio Management is a direct title match to candidate's target roles, aligning perfectly with their Director/VP-level TPM and PMO experience managing large R&D portfolios.",https://www.linkedin.com/jobs/view/vice-president-program-and-portfolio-management-at-septerna-4385252735
2026-04-28,NEW,1,2026-04-28,7,Chief of Staff to the Founder,Jobgether,LinkedIn,United States,Today,"Chief of Staff title aligns with candidate's target roles, but 'to the Founder' suggests broader business operations rather than R&D/Engineering focus, and Jobgether appears to be a smaller job platform company rather than the mid-size tech company preferred.",https://www.linkedin.com/jobs/view/chief-of-staff-to-the-founder-at-jobgether-4406529754
2026-04-28,NEW,1,2026-04-28,8,Chief of Staff,Tavus,LinkedIn,San Francisco Bay Area,Today,"Chief of Staff role aligns with candidate's target list and executive experience, though without a job description confirming R&D/Engineering focus, it could potentially be a broader operational or CEO-support role.",https://www.linkedin.com/jobs/view/chief-of-staff-at-tavus-4407800868
2026-04-28,NEW,1,2026-04-28,8,Chief of Staff,"Presto Phoenix, Inc.",LinkedIn,"San Mateo, CA",Today,"Chief of Staff title directly matches candidate's target roles, and Presto Phoenix appears to be a tech company in the mid-size range, though lack of job description prevents confirming R&D/Engineering focus.",https://www.linkedin.com/jobs/view/chief-of-staff-at-presto-phoenix-inc-4406557086
2026-04-28,NEW,1,2026-04-28,8,"Chief of Staff to VP, HPC Hardware Engineering",Renesas Electronics,LinkedIn,"Austin, TX",Today,"Chief of Staff to VP Engineering is an explicitly targeted role type, and HPC Hardware Engineering at a semiconductor company aligns with candidate's technical governance and R&D leadership background from Nokia/Alcatel-Lucent, though hardware focus differs from SaaS experience.",https://www.linkedin.com/jobs/view/chief-of-staff-to-vp-hpc-hardware-engineering-at-renesas-electronics-4408018784
2026-04-28,NEW,1,2026-04-28,8,Chief of Staff,Flam,LinkedIn,San Francisco Bay Area,Today,"Chief of Staff role directly matches candidate's target list, and while company/scope details are unavailable, the title aligns well with their executive program leadership background and stated interest in Chief of Staff R&D/Engineering positions.",https://www.linkedin.com/jobs/view/chief-of-staff-at-flam-4406271530
